Publisher ID,Publisher Name,Keyword ID,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Keyword Type,Status,Search Engine Bid,Clicks,Avg. Cost per Click,Impressions,Engine Click Thru %,Avg. Pos.,Trans. Conv. %,Total Cost/ Trans.,Amount,Total Cost,Total Volume of Bookings
K435,Google - US,4.30E+16,rome plane tickets,Broad,Geo Targeted Houston,Houston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.75,12,0.083,1.75,0,0,0,3.75,0
K435,Google - US,4.30E+16,europe plane tickets,Broad,Geo Targeted DC,Europe DC,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.75,3,0.333,1,0,0,0,3.75,0
K435,Google - US,4.30E+16,european ticket,Broad,Western Europe Destinations,Europe,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,1.89,201,0.01,1.65,0,0,0,3.78,0
K435,Google - US,4.30E+16,france air tickets,Broad,Geo Targeted Philadelphia,Philadelphia to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,1.89,4,0.5,1,0,0,0,3.78,0
K435,Google - US,4.30E+16,paris cheap flights,Broad,Geo Targeted Detroit,Detroit to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,1.9,14,0.143,1.79,0,0,0,3.8,0
K435,Google - US,4.30E+16,france cheap tickets,Broad,Geo Targeted Boston,Boston to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,1.9,26,0.077,3.54,0,0,0,3.8,0
K435,Google - US,4.30E+16,europe tickets,Broad,Geo Targeted Philadelphia,Europe Philadelphia,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.81,18,0.056,1.89,0,0,0,3.81,0
K435,Google - US,4.30E+16,italy airport,Broad,Western Europe Destinations,Italy,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,1.91,459,0.004,3.45,0,0,0,3.83,0
K435,Google - US,4.30E+16,athens ticket,Broad,Geo Targeted Houston,Houston to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.83,2,0.5,1,0,0,0,3.83,0
K435,Google - US,4.30E+16,paris air fares,Broad,Geo Targeted Chicago,Chicago to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,1.91,8,0.25,1,0,0,0,3.83,0
K435,Google - US,4.30E+16,italy cheap flight,Broad,Geo Targeted Philadelphia,Philadelphia to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.84,2,0.5,1,0,0,0,3.84,0
K435,Google - US,4.30E+16,venice ticket,Broad,Geo Targeted DC,DC to Venice Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,1.93,4,0.5,1.5,0,0,0,3.85,0
K435,Google - US,4.30E+16,athens tickets,Broad,Geo Targeted New York,New York to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,1.93,52,0.039,1.9,0,0,0,3.86,0
K435,Google - US,4.30E+16,cheap international ticket,Broad,Geo Targeted Detroit,Cheap International Detroit,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.86,33,0.03,2.36,0,0,0,3.86,0
K435,Google - US,4.30E+16,paris cheap airport,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.9,4,0.25,3,0,0,0,3.9,0
K435,Google - US,4.30E+16,rome fare,Broad,Geo Targeted DC,DC to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.9,10,0.1,1.6,0,0,0,3.9,0
K435,Google - US,4.30E+16,madrid airfares,Broad,Google_Yearlong 2006,Google|Madrid,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,1.96,58,0.035,2.33,0,0,0,3.91,0
K435,Google - US,4.30E+16,venice airlines,Broad,Geo Targeted San Francisco,San Francisco to Venice Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,1.96,113,0.018,3.34,0,0,0,3.91,0
K435,Google - US,4.30E+16,spain cheap ticket,Broad,Western Europe Destinations,Spain,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,1.96,18,0.111,1.45,0,0,0,3.93,0
K435,Google - US,4.30E+16,italy cheap tickets,Broad,Geo Targeted Philadelphia,Philadelphia to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.93,2,0.5,1,0,0,0,3.93,0
K435,Google - US,4.30E+16,milan cheap flight,Broad,Google_Yearlong 2006,Google|Milan,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,3,1.31,43,0.07,2.05,0,0,0,3.94,0
K435,Google - US,4.30E+16,paris airports,Broad,Geo Targeted Los Angeles,Los Angeles to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.94,34,0.029,1.21,0,0,0,3.94,0
K435,Google - US,4.30E+16,discount international airfares,Broad,Geo Targeted Detroit,Discount International Detroit,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.94,16,0.063,2.23,0,0,0,3.94,0
K435,Google - US,4.30E+16,barcelona ticket,Broad,Google_Yearlong 2006,Google|Barcelona,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,5,0.79,311,0.016,1.61,0,0,0,3.95,0
K435,Google - US,4.30E+16,paris cheap airlines,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.95,4,0.25,1.5,0,0,0,3.95,0
K435,Google - US,4.30E+16,rome air flights,Broad,Geo Targeted San Francisco,San Francisco to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.96,1,1,1,0,0,0,3.96,0
K435,Google - US,4.30E+16,barcelona airline,Broad,Geo Targeted New York,New York to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,1.98,16,0.125,1,0,0,0,3.96,0
K435,Google - US,4.30E+16,france airfares,Broad,Geo Targeted Philadelphia,Philadelphia to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.99,2,0.5,1,0,0,0,3.99,0
K435,Google - US,4.30E+16,rome tickets,Broad,Geo Targeted Philadelphia,Philadelphia to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.99,14,0.071,1.5,0,0,0,3.99,0
K435,Google - US,4.30E+16,france airfare,Broad,Geo Targeted Boston,Boston to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,4,1,48,0.083,2.61,0,0,0,3.99,0
K435,Google - US,4.30E+16,rome cheap airfare,Broad,Geo Targeted DC,DC to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,4.01,2,0.5,1,0,0,0,4.01,0
K435,Google - US,4.30E+16,paris airports,Broad,Geo Targeted DC,DC to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,2.01,16,0.125,1,0,0,0,4.01,0
K435,Google - US,4.30E+16,paris flight specials,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,4.03,1,1,2,0,0,0,4.03,0
K435,Google - US,4.30E+16,barcelona flights,Broad,Geo Targeted Boston,Boston to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,2.02,28,0.071,1.62,0,0,0,4.04,0
K435,Google - US,4.30E+16,paris airline tickets,Broad,Geo Targeted Los Angeles,Los Angeles to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,3,1.35,18,0.167,1.78,0,0,0,4.05,0
K435,Google - US,4.30E+16,international airfare,Broad,Geo Targeted Detroit,International Detroit,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,4.06,34,0.029,2.02,0,0,0,4.06,0
K435,Google - US,4.30E+16,florence airport,Broad,Google_Yearlong 2006,Google|Florence,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,3,1.36,278,0.011,1.8,0,0,0,4.09,0
K435,Google - US,4.30E+16,madrid cheap tickets,Broad,Google_Yearlong 2006,Google|Madrid,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,4.09,39,0.026,2.67,0,0,0,4.09,0
K435,Google - US,4.30E+16,florence airline,Broad,Google_Yearlong 2006,Google|Florence,uncategorized,Postiion 1-4 Bid Strategy,Unassigned,Paused,6.25,2,2.04,109,0.018,1.54,0,0,0,4.09,0
K435,Google - US,4.30E+16,bamako flights,Broad,Google_Yearlong 2006,Google|bamako,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,3,1.36,75,0.04,1.07,0,0,0,4.09,0
K435,Google - US,4.30E+16,paris fares,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,4.09,64,0.016,1.48,0,0,0,4.09,0
K435,Google - US,4.30E+16,madrid fares,Broad,Western Europe Destinations,Madrid,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,5,0.82,53,0.094,4.22,0,0,0,4.1,0
K435,Google - US,4.30E+16,milan plane tickets,Broad,Western Europe Destinations,Milan,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,4,1.03,43,0.093,3.61,0,0,0,4.1,0
K435,Google - US,4.30E+16,florence cheap ticket,Broad,Geo Targeted New York,New York to Florence Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,4.1,1,1,1,0,0,0,4.1,0
K435,Google - US,4.30E+16,hanover flights,Broad,Google_Yearlong 2006,Google|Hanover,hanover,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,4.11,163,0.006,1.06,0,0,0,4.11,0
K435,Google - US,4.30E+16,france airlines,Broad,Geo Targeted Los Angeles,Los Angeles to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,6,0.69,229,0.026,1.71,0,0,0,4.11,0
K435,Google - US,4.30E+16,spain airline,Broad,Geo Targeted Los Angeles,Los Angeles to Spain Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,2.06,13,0.154,1.38,0,0,0,4.11,0
K435,Google - US,4.30E+16,greece cheap ticket,Broad,Google_Yearlong 2006,Google|Greece,greece,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,4.13,42,0.024,1.81,0,0,0,4.13,0
K435,Google - US,4.30E+16,uk travel,Broad,Western Europe Destinations,UK,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,4.14,210,0.005,1.81,0,0,0,4.14,0
K435,Google - US,4.30E+16,paris airline ticket,Broad,Geo Targeted Miami,Miami to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,2.08,1,2,1,0,0,0,4.15,0
K435,Google - US,4.30E+16,paris airline fare,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,6.25,2,2.08,8,0.25,1.5,0,0,0,4.15,0
K435,Google - US,4.30E+16,paris airfares,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,2.08,30,0.067,1.5,0,0,0,4.15,0
K435,Google - US,4.30E+16,india flight deals,Broad,Outside Western Europe,India,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,4.16,16,0.063,1.79,0,0,0,4.16,0
K435,Google - US,4.30E+16,spain cheap tickets,Broad,Geo Targeted Detroit,Detroit to Spain Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,2.08,11,0.182,1.63,0,0,0,4.16,0
K435,Google - US,4.30E+16,djibouti flights,Broad,Google_Yearlong 2006,Google|djibouti,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,2.09,27,0.074,1,0,0,0,4.18,0
K435,Google - US,4.30E+16,paris fare,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,3,1.4,56,0.054,1.64,0,0,0,4.19,0
K435,Google - US,4.30E+16,paris air ticket,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,2.11,15,0.133,1.13,0,0,0,4.21,0
K435,Google - US,4.30E+16,barcelona airports,Broad,Geo Targeted Philadelphia,Philadelphia to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,4.21,1,1,1,0,0,0,4.21,0
K435,Google - US,4.30E+16,spain flights,Broad,Geo Targeted Los Angeles,Los Angeles to Spain Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,2.11,142,0.014,1.39,0,0,0,4.21,0
K435,Google - US,4.30E+16,paris cheap airlines,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,6.25,1,4.25,12,0.083,1.83,0,0,0,4.25,0
K435,Google - US,4.30E+16,barcelona airlines,Broad,Geo Targeted Houston,Houston to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,4.25,82,0.012,1.79,0,0,0,4.25,0
K435,Google - US,4.30E+16,athens airline,Broad,Geo Targeted DC,DC to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,2.13,22,0.091,1.09,0,0,0,4.25,0
K435,Google - US,4.30E+16,nuremberg cheap flights,Broad,Google_Yearlong 2006,Google|Nuremberg,nuremberg,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,4.26,20,0.05,1.1,0,0,0,4.26,0
K435,Google - US,4.30E+16,venice flight,Broad,Geo Targeted DC,DC to Venice Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,3,1.42,19,0.158,1.37,0,0,0,4.26,0
K435,Google - US,4.30E+16,barcelona airport,Broad,Google_Yearlong 2006,Google|Barcelona,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,4.3,1854,0.001,1.99,0,0,0,4.3,0
K435,Google - US,4.30E+16,paris fare,Broad,Geo Targeted Detroit,Detroit to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,4.3,9,0.111,1.99,0,0,0,4.3,0
K435,Google - US,4.30E+16,[istanbul cheap flights],Exact,Western Europe Destinations,Istanbul,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,3,1.44,324,0.009,2.19,0,0,0,4.31,0
K435,Google - US,4.30E+16,venice fare,Broad,Google_Yearlong 2006,Google|Venice,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,3,1.44,83,0.036,1.51,0,0,0,4.32,0
K435,Google - US,4.30E+16,european airfares,Broad,Western Europe Destinations,Europe,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,4,1.09,68,0.059,1.31,0,0,0,4.35,0
K435,Google - US,4.30E+16,paris airfare sale,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,2.18,3,0.667,1,0,0,0,4.35,0
K435,Google - US,4.30E+16,france tickets,Broad,Geo Targeted Detroit,Detroit to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,2.18,106,0.019,1.75,0,0,0,4.35,0
K435,Google - US,4.30E+16,discount international flights,Broad,Geo Targeted Detroit,Discount International Detroit,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,4.38,2,0.5,2.5,0,0,0,4.38,0
K435,Google - US,4.30E+16,switzerland tickets,Broad,Google_Yearlong 2006,Google|Switzerland,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,2.19,44,0.046,1.44,0,0,0,4.39,0
K435,Google - US,4.30E+16,air france europe flight,Broad,Western Europe Destinations,Europe Branded,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,3,1.46,43,0.07,1.05,0,0,0,4.39,0
K435,Google - US,4.30E+16,athens flights,Broad,Geo Targeted Philadelphia,Philadelphia to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,2.19,22,0.091,1.18,0,0,0,4.39,0
K435,Google - US,4.30E+16,madrid ticket,Broad,Western Europe Destinations,Madrid,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,7,0.63,312,0.022,4.2,0,0,0,4.4,0
K435,Google - US,4.30E+16,italy airlines,Broad,Geo Targeted Boston,Boston to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,2.2,67,0.03,3.11,0,0,0,4.4,0
K435,Google - US,4.30E+16,greece airfares,Broad,Geo Targeted Philadelphia,Philadelphia to Greece Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,4.43,2,0.5,1,0,0,0,4.43,0
K435,Google - US,4.30E+16,milan fare,Broad,Google_Yearlong 2006,Google|Milan,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,4,1.11,89,0.045,1.56,0,0,0,4.44,0
K435,Google - US,4.30E+16,european cheap ticket,Broad,Western Europe Destinations,Europe,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,4.45,14,0.071,1.36,0,0,0,4.45,0
K435,Google - US,4.30E+16,international airport,Broad,Google_Yearlong 2006,Google|International General,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,3,1.49,646,0.005,1.15,0,0,0,4.46,0
K435,Google - US,4.30E+16,france flight,Broad,Geo Targeted Chicago,Chicago to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,3,1.49,168,0.018,2.12,0,0,0,4.47,0
K435,Google - US,4.30E+16,italy tickets,Broad,Geo Targeted San Francisco,San Francisco to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,2.24,372,0.005,1.84,0,0,0,4.49,0
K435,Google - US,4.30E+16,cheap international flights,Broad,Geo Targeted Boston,Cheap International Boston,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,2.24,66,0.03,2.84,0,0,0,4.49,0
K435,Google - US,4.30E+16,florence airfare,Broad,Geo Targeted San Francisco,San Francisco to Florence Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,2.25,3,0.667,3.67,0,0,0,4.5,0
K435,Google - US,4.30E+16,international airfares,Broad,Geo Targeted Philadelphia,International Philadelphia,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,4.51,63,0.016,1.66,0,0,0,4.51,0
K435,Google - US,4.30E+16,paris flight special,Broad,Geo Targeted Chicago,Chicago to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,4.53,3,0.333,2,0,0,0,4.53,0
K435,Google - US,4.30E+16,madrid ticket,Broad,Geo Targeted New York,New York to Madrid Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,4.55,7,0.143,1.43,0,0,0,4.55,0
K435,Google - US,4.30E+16,paris cheap airline,Broad,Geo Targeted Los Angeles,Los Angeles to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,2.28,4,0.5,1,0,0,0,4.56,0
K435,Google - US,4.30E+16,barcelona flight,Broad,Geo Targeted Houston,Houston to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,2.28,75,0.027,1.17,0,0,0,4.56,0
K435,Google - US,4.30E+16,france airfares,Broad,Geo Targeted DC,DC to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,2.29,10,0.2,1.7,0,0,0,4.58,0
K435,Google - US,4.30E+16,stuttgart airport,Broad,Google_Yearlong 2006,Google|Stuttgart,stuttgart,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,4.6,128,0.008,1.23,0,0,0,4.6,0
K435,Google - US,4.30E+16,italy flights,Broad,Geo Targeted Los Angeles,Los Angeles to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,4.61,2,0.5,1,0,0,0,4.61,0
K435,Google - US,4.30E+16,athens airline,Broad,Geo Targeted Houston,Houston to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,3,1.54,5,0.6,2.2,0,0,0,4.61,0
K435,Google - US,4.30E+16,paris cheap airfare,Broad,Geo Targeted DC,DC to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,2.31,9,0.222,1.33,0,0,0,4.61,0
K435,Google - US,4.30E+16,france cheap flights,Broad,Geo Targeted Miami,Miami to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,3,1.54,8,0.375,1,0,0,0,4.62,0
K435,Google - US,4.30E+16,international air tickets,Broad,Geo Targeted Detroit,International Detroit,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,2.32,22,0.091,1,0,0,0,4.64,0
K435,Google - US,4.30E+16,italy cheap ticket,Broad,Geo Targeted Philadelphia,Philadelphia to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,4.65,5,0.2,1,0,0,0,4.65,0
K435,Google - US,4.30E+16,rome flight deals,Broad,Geo Targeted New York,New York to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,4.65,1,1,1,0,0,0,4.65,0
K435,Google - US,4.30E+16,rome flight,Broad,Geo Targeted Philadelphia,Philadelphia to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,2.33,17,0.118,1.17,0,0,0,4.66,0
K435,Google - US,4.30E+16,international flight,Broad,Geo Targeted Philadelphia,International Philadelphia,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,2.33,21,0.095,1.05,0,0,0,4.66,0
K435,Google - US,4.30E+16,paris airfare deal,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,6.25,2,2.33,2,1,1,0,0,0,4.66,0
K435,Google - US,4.30E+16,venice airlines,Broad,Geo Targeted DC,DC to Venice Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,4.66,21,0.048,1.09,0,0,0,4.66,0
K435,Google - US,4.30E+16,rome airports,Broad,Western Europe Destinations,Rome,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,13,0.36,2806,0.005,6.39,0,0,0,4.67,0
K435,Google - US,4.30E+16,[istanbul airfare],Exact,Western Europe Destinations,Istanbul,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,3,1.56,61,0.049,1.5,0,0,0,4.69,0
K435,Google - US,4.30E+16,florence airline,Broad,Geo Targeted New York,New York to Florence Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,4.69,3,0.333,1,0,0,0,4.69,0
K435,Google - US,4.30E+16,uk airlines,Broad,Western Europe Destinations,UK,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,4.71,106,0.009,1.72,0,0,0,4.71,0
K435,Google - US,4.30E+16,barcelona tickets,Broad,Geo Targeted New York,New York to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,4.71,24,0.042,2.21,0,0,0,4.71,0
K435,Google - US,4.30E+16,paris airplane tickets,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,4.71,3,0.333,1,0,0,0,4.71,0
K435,Google - US,4.30E+16,paris airline tickets,Broad,Geo Targeted DC,DC to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,2.36,12,0.167,1.24,0,0,0,4.71,0
